sample,fall_score,adl_score,class,truth_label
D18_SA22_R05.csv,7080.855461173935,10330.851915659487,0,0
D19_SA22_R01.csv,8868.246272423648,9148.912554448565,0,0
D19_SA22_R02.csv,9260.145552123706,9438.249516639058,0,0
D19_SA22_R03.csv,9766.47493472685,9577.226723856367,0,0
D19_SA22_R04.csv,9660.0181445711,9769.206052681555,0,0
D19_SA22_R05.csv,9856.530241347333,9338.362163636843,0,0
F01_SA22_R01.csv,11566.38536676698,4839.508364780209,0,1
F01_SA22_R02.csv,11006.162959748053,12302.547898720506,0,1
F01_SA22_R03.csv,12610.530652665766,5752.549913575808,0,1
F01_SA22_R04.csv,10051.488584246945,1104.7486608299507,0,1
F01_SA22_R05.csv,12002.74666329892,-7271.005266043453,1,1
F02_SA22_R01.csv,11368.50662165745,6236.398052777363,0,1
F02_SA22_R02.csv,9523.424722940565,6042.715122115607,0,1
F02_SA22_R03.csv,11151.27271123121,8257.44748828038,0,1
F02_SA22_R04.csv,7237.735452554103,3489.8438944805416,0,1
F02_SA22_R05.csv,12404.139871322843,6190.042023313935,0,1
F03_SA22_R01.csv,12166.629794584349,12461.912238247733,0,1
F03_SA22_R02.csv,6871.9165125163845,982.4487878509584,0,1
F03_SA22_R03.csv,7370.915264793118,3516.2568419985555,0,1
F03_SA22_R04.csv,10051.912314019626,10798.825278059265,0,1
F03_SA22_R05.csv,5936.35589440862,3739.049897013072,0,1
F04_SA22_R01.csv,12493.89979087047,12671.999611168923,0,1
F04_SA22_R02.csv,10947.0649952872,8658.968058626926,0,1
F04_SA22_R03.csv,9088.301680025677,-3249.9249274231734,1,1
F04_SA22_R04.csv,9415.34845127826,5809.368487318007,0,1
F04_SA22_R05.csv,11490.562081465132,9697.364439827485,0,1
F05_SA22_R01.csv,7724.963546698021,6333.563367491554,0,1
F05_SA22_R02.csv,9825.270762473674,6135.116946843291,0,1
F05_SA22_R03.csv,-1140.6476054417064,-14154.190375388553,0,1
F05_SA22_R04.csv,4598.04363384666,-3320.001428091314,1,1
F05_SA22_R05.csv,8005.601167620068,6449.9954977095695,0,1
F06_SA22_R01.csv,11135.44755846939,11432.247976145536,0,1
F06_SA22_R02.csv,11171.484345342169,12945.212865808728,0,1
F06_SA22_R03.csv,9829.5444068482,11885.387649842305,0,1
F06_SA22_R04.csv,7136.550439097513,7853.468023479824,0,1
F06_SA22_R05.csv,6710.976719567559,6004.767189657346,0,1
F08_SA22_R01.csv,8671.301311021227,4558.235585596707,0,1
F08_SA22_R02.csv,12204.994151526082,10886.264701334856,0,1
F08_SA22_R03.csv,6592.394582616853,3148.1403300985507,0,1
F08_SA22_R04.csv,8849.65469890312,4027.1968529288715,0,1
F08_SA22_R05.csv,7952.545964791348,2386.4541125051155,0,1
F09_SA22_R01.csv,16067.432772472843,13011.139863270995,0,1
F09_SA22_R02.csv,15923.336508047993,12976.101945840948,0,1
F09_SA22_R03.csv,14900.42655674805,12644.490079309999,0,1
F09_SA22_R04.csv,16407.374989473636,13267.680163612464,0,1
F09_SA22_R05.csv,15349.391140648713,13451.255968124027,0,1
F10_SA22_R01.csv,7458.697791400517,829.7040175677388,0,1
F10_SA22_R02.csv,15179.343552389404,12191.05221420189,0,1
F10_SA22_R03.csv,15996.669541769412,10066.51090009989,0,1
F10_SA22_R04.csv,16029.71086044806,11298.535341109946,0,1
F10_SA22_R05.csv,8691.688441470043,5433.1512512004965,0,1
F11_SA22_R01.csv,9090.425738071248,6019.7578387132935,0,1
F11_SA22_R02.csv,13908.378669002743,8183.818865697902,0,1
F11_SA22_R03.csv,13590.843727559595,8294.817450452094,0,1
F11_SA22_R04.csv,8347.2328711985,5172.517023730317,0,1
F11_SA22_R05.csv,8753.04917778364,5782.005590663829,0,1
F12_SA22_R01.csv,14180.751569181773,12707.927439519892,0,1
F12_SA22_R02.csv,15373.450457964991,13647.395604214164,0,1
F12_SA22_R03.csv,7409.05245799378,3293.501248430061,0,1
F12_SA22_R04.csv,8070.740234159409,3145.442763102416,0,1
F12_SA22_R05.csv,15552.716853179145,13260.81941322542,0,1
F13_SA22_R01.csv,12286.933772138698,11345.120313846923,0,1
F13_SA22_R02.csv,15316.594655115669,13821.393060075248,0,1
F13_SA22_R03.csv,14646.586209435896,13242.499943093118,0,1
F13_SA22_R04.csv,14686.383850398903,13309.300253067553,0,1
F13_SA22_R05.csv,15678.568855882879,13933.28192264678,0,1
F14_SA22_R01.csv,14500.031056150992,13057.602893054396,0,1
F14_SA22_R02.csv,13179.404711657498,9496.467585284336,0,1
F14_SA22_R03.csv,15064.914168324889,12973.62451469457,0,1
F14_SA22_R04.csv,11393.022871754232,8592.643904172184,0,1
F14_SA22_R05.csv,14164.053838861104,8949.077509839797,0,1
F15_SA22_R01.csv,6358.518342041564,3336.0031204061997,0,1
F15_SA22_R02.csv,14494.30008060349,13001.389801044576,0,1
F15_SA22_R03.csv,14580.3344244551,13209.335696086506,0,1
F15_SA22_R04.csv,15270.910847721043,13881.244006062452,0,1
F15_SA22_R05.csv,13789.057304042792,12772.092446820467,0,1
D01_SA23_R01.csv,59738.785278268784,88921.3943546516,0,0
D02_SA23_R01.csv,-2871.5325014376267,29750.30293360363,0,0
D03_SA23_R01.csv,-47329.39265943336,-19733.54304991308,0,0
D04_SA23_R01.csv,-96348.82816144793,-75457.51305502545,0,0
D14_SA23_R01.csv,10970.805281909554,7090.9962815737135,0,0
D14_SA23_R02.csv,10940.772218181708,7977.3488981582295,0,0
D14_SA23_R03.csv,10728.17434121997,7852.5499902381325,0,0
D14_SA23_R04.csv,9423.738955015759,6385.205747798888,0,0
D14_SA23_R05.csv,10644.408787614402,6931.901888126558,0,0
D15_SA23_R01.csv,13049.647778491799,12491.812720861302,0,0
D15_SA23_R02.csv,13017.836454996726,12548.789756385982,0,0
D15_SA23_R03.csv,13226.593728361857,12485.661223373854,0,0
D15_SA23_R04.csv,13112.30282600796,12449.539667628063,0,0
D15_SA23_R05.csv,13250.418480219118,12472.165119621239,0,0
D18_SA23_R01.csv,4570.132322017045,7484.106338787157,0,0
D18_SA23_R02.csv,4291.834082127965,7864.20235045222,0,0
D18_SA23_R03.csv,4445.705774494895,7746.930016292721,0,0
D18_SA23_R04.csv,4083.5753723556827,7368.4449587957515,0,0
D18_SA23_R05.csv,3322.4152218072586,6742.954170218138,0,0
D19_SA23_R01.csv,8995.161341027633,9172.66434333802,0,0
D19_SA23_R02.csv,9204.965897507083,9386.048665121345,0,0
D19_SA23_R03.csv,9715.837567174141,9685.851899018058,0,0
D19_SA23_R04.csv,9327.927249561906,9618.79759872708,0,0
D19_SA23_R05.csv,9320.275650299694,9600.18070575667,0,0
F01_SA23_R01.csv,11380.925351934868,2813.599144653137,0,1
F01_SA23_R02.csv,11499.111084990338,8319.533581874037,0,1
F01_SA23_R03.csv,6413.846113387066,5020.0712208298955,0,1
F01_SA23_R04.csv,10313.656224065338,6388.892476962988,0,1
F01_SA23_R05.csv,11136.149080606587,7346.850063370544,0,1
F02_SA23_R01.csv,7206.04431657444,5540.876142420382,0,1
F02_SA23_R02.csv,9255.66748025819,5258.708994280773,0,1
F02_SA23_R03.csv,12075.78163406683,11196.962420678563,0,1
F02_SA23_R04.csv,12300.201257483905,11608.005789246348,0,1
F02_SA23_R05.csv,11949.436494300491,9325.756803539405,0,1
F03_SA23_R01.csv,4510.815942023778,2307.0323658703473,0,1
F03_SA23_R02.csv,8873.83457433517,5339.884335317076,0,1
F03_SA23_R03.csv,8401.27637973712,5595.813868064608,0,1
F03_SA23_R04.csv,5687.707053633989,3337.6024272823443,0,1
F03_SA23_R05.csv,8483.387286440071,5875.593515640456,0,1
F04_SA23_R01.csv,7961.111177069712,6036.509701821707,0,1
F04_SA23_R02.csv,5883.147548134809,3769.7618680247806,0,1
F04_SA23_R03.csv,7759.210895219462,6008.577679750072,0,1
F04_SA23_R04.csv,5715.802438404002,4443.46929977867,0,1
F04_SA23_R05.csv,11572.890729963116,9576.45465487378,0,1
F05_SA23_R01.csv,2642.2841595743325,2161.4312126547698,0,1
F05_SA23_R02.csv,930.9531215286883,-2628.196965213149,1,1
F05_SA23_R03.csv,9707.382873913644,8705.560275592388,0,1
F05_SA23_R04.csv,124.27463260310469,-3659.642515326057,1,1
F05_SA23_R05.csv,562.8365422455428,-3294.141982501199,1,1
F06_SA23_R01.csv,11705.818800617944,12238.657160675364,0,1
F06_SA23_R02.csv,9037.109484129609,7714.8908543729285,0,1
F06_SA23_R03.csv,11772.791036057353,12550.694432999888,0,1
F06_SA23_R04.csv,8382.39723290526,7436.159702453564,0,1
F06_SA23_R05.csv,11169.14372471161,10818.128445479399,0,1
F08_SA23_R01.csv,8364.534570008838,3735.75534613453,0,1
F08_SA23_R02.csv,9040.576834423931,4870.746571417206,0,1
F08_SA23_R03.csv,15451.445513631395,12613.281900297177,0,1
F08_SA23_R04.csv,9708.132218260855,6576.642566903356,0,1
F08_SA23_R05.csv,10249.242634424108,5623.586450389888,0,1
F09_SA23_R01.csv,8330.282067050552,4041.381120318721,0,1
F09_SA23_R02.csv,14778.865972306798,7270.353433791367,0,1
F09_SA23_R03.csv,12197.057653550144,8365.363992918625,0,1
F09_SA23_R04.csv,12241.589800108277,7651.65288669727,0,1
F09_SA23_R05.csv,9293.403061934263,5631.232103964022,0,1
F10_SA23_R01.csv,15755.31105201707,14002.842279506533,0,1
F10_SA23_R02.csv,15848.964683416907,14018.688702172154,0,1
F10_SA23_R03.csv,7771.017299397543,3587.5522563682703,0,1
F10_SA23_R04.csv,8489.987761668472,4576.995737414994,0,1
F10_SA23_R05.csv,10496.723015401425,6427.662674987251,0,1
F11_SA23_R01.csv,10097.168893608257,5071.946407244144,0,1
F11_SA23_R02.csv,9355.789660825587,5911.1379874090235,0,1
F11_SA23_R03.csv,9540.77203422339,6134.930653809102,0,1
F11_SA23_R04.csv,12253.89165145773,4143.879141084322,0,1
F11_SA23_R05.csv,14170.875397934647,6853.659406869101,0,1
F12_SA23_R01.csv,15718.0018021112,13973.883430578611,0,1
F12_SA23_R02.csv,15266.736546657716,10777.856211972936,0,1
F12_SA23_R03.csv,13519.203144851921,6459.0169353439205,0,1
F12_SA23_R04.csv,8169.663284222526,3669.7839891945982,0,1
F12_SA23_R05.csv,10526.215011876957,5708.395264906506,0,1
F13_SA23_R01.csv,5721.077471292211,1135.1094439374579,0,1
F13_SA23_R02.csv,15706.066797987745,13692.43000948617,0,1
F13_SA23_R03.csv,15428.799324696516,14117.384384263476,0,1
F13_SA23_R04.csv,14782.757597763577,13885.87644576415,0,1
F13_SA23_R05.csv,11775.565876931027,11150.442691748063,0,1
F14_SA23_R01.csv,12091.681583399848,6213.950377777678,0,1
F14_SA23_R02.csv,12328.528738703446,9349.903710691318,0,1
F14_SA23_R03.csv,11583.686928938498,8192.088712977069,0,1
F14_SA23_R04.csv,9757.19246049596,5386.219060499811,0,1
F14_SA23_R05.csv,10996.088766401004,8382.122315606388,0,1
F15_SA23_R01.csv,8249.34053817926,3127.625175745594,0,1
F15_SA23_R02.csv,9623.230978442822,7278.371896561252,0,1
F15_SA23_R03.csv,8350.401090656416,3626.256224734579,0,1
F15_SA23_R04.csv,14355.796237907036,12612.086316128682,0,1
F15_SA23_R05.csv,13583.080407083702,11750.705956184644,0,1
